measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,Canada,Male,65 to 69,Stroke,Number,2017,510.18989626821747,619.7544606043622,405.2639103839887
Deaths,Canada,Female,65 to 69,Stroke,Number,2017,358.1115331941804,447.87406480113316,279.70680805726846
Deaths,Canada,Both,65 to 69,Stroke,Number,2017,868.3014294623983,1018.5744090849581,732.9415212290933
Deaths,Canada,Male,70 to 74,Stroke,Number,2017,734.6396983264475,898.1919342249035,590.9972877632449
Deaths,Canada,Female,70 to 74,Stroke,Number,2017,584.1395760943772,728.144857198774,460.60295972906977
Deaths,Canada,Both,70 to 74,Stroke,Number,2017,1318.7792744208236,1534.1147242953468,1137.8967303114764
Deaths,Canada,Male,75 to 79,Stroke,Number,2017,1022.9366926953793,1248.6796289107306,819.8664817999824
Deaths,Canada,Female,75 to 79,Stroke,Number,2017,948.2858619463402,1132.5933181272856,777.7905461593857
Deaths,Canada,Both,75 to 79,Stroke,Number,2017,1971.2225546417187,2252.782196985467,1716.016531636204
Deaths,Canada,Male,80 plus,Stroke,Number,2017,4440.219385607924,4916.282215584116,3936.488657467545
Deaths,Canada,Female,80 plus,Stroke,Number,2017,7916.179012196101,8675.433388206762,7245.369978624851
Deaths,Canada,Both,80 plus,Stroke,Number,2017,12356.398397804034,13234.586771836364,11478.934125207541
Deaths,Canada,Male,1 to 4,"Endocrine, metabolic, blood, and immune disorders",Number,2017,9.538752300957626,13.732509052677656,5.383661575470706
Deaths,Canada,Female,1 to 4,"Endocrine, metabolic, blood, and immune disorders",Number,2017,7.976188790513924,12.187313179212428,4.415331639792566
Deaths,Canada,Both,1 to 4,"Endocrine, metabolic, blood, and immune disorders",Number,2017,17.514941091471577,23.93463459654763,11.16138640520391
Deaths,Canada,Male,5 to 9,"Endocrine, metabolic, blood, and immune disorders",Number,2017,5.035765455913241,7.405308205434083,3.265276848774978
Deaths,Canada,Female,5 to 9,"Endocrine, metabolic, blood, and immune disorders",Number,2017,4.716284626915414,6.91834447178077,3.000962935653667
Deaths,Canada,Both,5 to 9,"Endocrine, metabolic, blood, and immune disorders",Number,2017,9.752050082828646,12.715199130143674,7.0711234663242895
Deaths,Canada,Male,10 to 14,"Endocrine, metabolic, blood, and immune disorders",Number,2017,5.854951368551732,8.3505978992615,3.8591938795519782
Deaths,Canada,Female,10 to 14,"Endocrine, metabolic, blood, and immune disorders",Number,2017,4.671476892491422,6.891027428145475,2.900480011164856
Deaths,Canada,Both,10 to 14,"Endocrine, metabolic, blood, and immune disorders",Number,2017,10.526428261043161,13.778911819135953,7.716099836438158
Deaths,Canada,Male,15 to 19,"Endocrine, metabolic, blood, and immune disorders",Number,2017,6.6662854472488995,10.216527351174575,4.46379862563464
Deaths,Canada,Female,15 to 19,"Endocrine, metabolic, blood, and immune disorders",Number,2017,7.577107936078701,11.39712872302429,4.481408095751154
Deaths,Canada,Both,15 to 19,"Endocrine, metabolic, blood, and immune disorders",Number,2017,14.243393383327605,18.9735976299751,10.315623303223434
Deaths,Canada,Male,20 to 24,"Endocrine, metabolic, blood, and immune disorders",Number,2017,8.148398738720987,13.232631905239604,5.516899477690914
Deaths,Canada,Female,20 to 24,"Endocrine, metabolic, blood, and immune disorders",Number,2017,8.366419188956295,12.528463653724222,5.493261861208158
Deaths,Canada,Both,20 to 24,"Endocrine, metabolic, blood, and immune disorders",Number,2017,16.514817927677267,22.57272089306243,12.414085876332232
Deaths,Canada,Male,25 to 29,"Endocrine, metabolic, blood, and immune disorders",Number,2017,12.109159747110802,18.58026416586726,7.91860540664485
Deaths,Canada,Female,25 to 29,"Endocrine, metabolic, blood, and immune disorders",Number,2017,10.129359433890286,14.297356148213145,6.52525278066368
Deaths,Canada,Both,25 to 29,"Endocrine, metabolic, blood, and immune disorders",Number,2017,22.238519181001077,29.46667531093039,16.39014565765561
Deaths,Canada,Male,30 to 34,"Endocrine, metabolic, blood, and immune disorders",Number,2017,14.03214994207498,21.19701307434711,9.30557729833196
Deaths,Canada,Female,30 to 34,"Endocrine, metabolic, blood, and immune disorders",Number,2017,11.926596046872325,17.71011004469471,7.8042331683772606
Deaths,Canada,Both,30 to 34,"Endocrine, metabolic, blood, and immune disorders",Number,2017,25.95874598894729,36.06899787771513,19.34812488633849
Deaths,Canada,Male,35 to 39,"Endocrine, metabolic, blood, and immune disorders",Number,2017,18.507516196812063,27.310762321437725,12.572691846993589
Deaths,Canada,Female,35 to 39,"Endocrine, metabolic, blood, and immune disorders",Number,2017,12.24853249993504,20.619180754936377,7.892280478373691
Deaths,Canada,Both,35 to 39,"Endocrine, metabolic, blood, and immune disorders",Number,2017,30.75604869674708,43.03835841960675,23.531356890946576
Deaths,Canada,Male,40 to 44,"Endocrine, metabolic, blood, and immune disorders",Number,2017,24.172150032734912,37.120240157629574,17.04213748805944
Deaths,Canada,Female,40 to 44,"Endocrine, metabolic, blood, and immune disorders",Number,2017,16.795969840485473,26.640242242197008,11.408214118891028
Deaths,Canada,Both,40 to 44,"Endocrine, metabolic, blood, and immune disorders",Number,2017,40.96811987322036,57.511496651418064,31.17840796766683
Deaths,Canada,Male,45 to 49,"Endocrine, metabolic, blood, and immune disorders",Number,2017,37.779628940129726,55.430471150206415,26.277188335295065
Deaths,Canada,Female,45 to 49,"Endocrine, metabolic, blood, and immune disorders",Number,2017,23.677739250832456,38.130915391116275,16.322972581085562
Deaths,Canada,Both,45 to 49,"Endocrine, metabolic, blood, and immune disorders",Number,2017,61.4573681909621,84.82017019581336,47.15735472934559
Deaths,Canada,Male,50 to 54,"Endocrine, metabolic, blood, and immune disorders",Number,2017,64.2686236431182,93.20596861715994,46.73607346045225
Deaths,Canada,Female,50 to 54,"Endocrine, metabolic, blood, and immune disorders",Number,2017,36.52408486931621,56.961997197789515,25.355212628526175
Deaths,Canada,Both,50 to 54,"Endocrine, metabolic, blood, and immune disorders",Number,2017,100.79270851243439,134.7080539111273,79.17726562214574
Deaths,Canada,Male,55 to 59,"Endocrine, metabolic, blood, and immune disorders",Number,2017,91.27493461621032,121.03784922382474,64.4652222573823
Deaths,Canada,Female,55 to 59,"Endocrine, metabolic, blood, and immune disorders",Number,2017,49.86459498389339,75.6104313406554,34.278611453966214
Deaths,Canada,Both,55 to 59,"Endocrine, metabolic, blood, and immune disorders",Number,2017,141.139529600104,178.37885105666453,110.93757173894417
Deaths,Canada,Male,60 to 64,"Endocrine, metabolic, blood, and immune disorders",Number,2017,101.3614103472233,137.30757002368642,71.64557197426913
Deaths,Canada,Female,60 to 64,"Endocrine, metabolic, blood, and immune disorders",Number,2017,66.2898520774491,93.10494273967939,44.63673461458995
Deaths,Canada,Both,60 to 64,"Endocrine, metabolic, blood, and immune disorders",Number,2017,167.65126242467227,213.35844815017407,126.12930932818969
Deaths,Canada,Male,65 to 69,"Endocrine, metabolic, blood, and immune disorders",Number,2017,124.41405283350883,172.4890084767315,85.89333283625007
Deaths,Canada,Female,65 to 69,"Endocrine, metabolic, blood, and immune disorders",Number,2017,82.5462418224442,113.14493889844245,51.51057240938405
Deaths,Canada,Both,65 to 69,"Endocrine, metabolic, blood, and immune disorders",Number,2017,206.9602946559529,266.5083278656885,149.39862699056675
Deaths,Canada,Male,70 to 74,"Endocrine, metabolic, blood, and immune disorders",Number,2017,121.51307283105136,161.24200705850296,84.72891410577019
Deaths,Canada,Female,70 to 74,"Endocrine, metabolic, blood, and immune disorders",Number,2017,91.34466124800444,126.76647851200958,56.54211156018287
Deaths,Canada,Both,70 to 74,"Endocrine, metabolic, blood, and immune disorders",Number,2017,212.85773407905543,265.3887801540787,159.57413962369068
Deaths,Canada,Male,75 to 79,"Endocrine, metabolic, blood, and immune disorders",Number,2017,122.909990487829,170.361274097629,78.70154622367383
Deaths,Canada,Female,75 to 79,"Endocrine, metabolic, blood, and immune disorders",Number,2017,97.20111432804076,139.37958935215735,55.13506050406108
Deaths,Canada,Both,75 to 79,"Endocrine, metabolic, blood, and immune disorders",Number,2017,220.11110481586962,279.01273417642176,150.54548762541154
Deaths,Canada,Male,80 plus,"Endocrine, metabolic, blood, and immune disorders",Number,2017,325.2662455871898,392.73489618361066,213.98969296750582
Deaths,Canada,Female,80 plus,"Endocrine, metabolic, blood, and immune disorders",Number,2017,460.2004659199963,624.2750661464737,196.1626224871441
Deaths,Canada,Both,80 plus,"Endocrine, metabolic, blood, and immune disorders",Number,2017,785.4667115071876,970.6990683873368,466.74943704758647
